I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,0.031,,-0.004,-0.04,0.042,,,,,,
,0.029,,-0.002,-0.04,0.042,,,,,,
,0.031,,-0.004,-0.039,0.042,,,,,,
,0.035,,-0.008,-0.038,0.045,,,,,,
,0.035,,-0.006,-0.042,0.047,,,,,,
,0.035,,-0.005,-0.043,0.047,,,,,,
,0.033,,-0.003,-0.044,0.046,,,,,,
,0.03,,0.0,-0.045,0.045,,,,,,
,0.03,,0.0,-0.045,0.045,,,,,,
,0.03,,0.0,-0.045,0.045,,,,,,
,0.03,,0.0,-0.044,0.045,,,,,,
,0.03,,0.001,-0.047,0.046,,,,,,
,0.03,,0.002,-0.05,0.047,,,,,,
,0.03,,0.002,-0.05,0.047,,,,,,
,0.03,,0.002,-0.05,0.047,,,,,,
,0.027,,0.005,-0.052,0.046,,,,,,
,0.024,,0.008,-0.053,0.045,,,,,,
,0.025,,0.007,-0.053,0.045,,,,,,
,0.025,,0.007,-0.053,0.045,,,,,,
,0.025,,0.007,-0.053,0.045,,,,,,
,0.025,,0.007,-0.053,0.045,,,,,,
,0.025,,0.007,-0.053,0.045,,,,,,
,0.025,,0.007,-0.053,0.045,,,,,,
,0.025,,0.007,-0.053,0.045,,,,,,
,0.021,,0.011,-0.055,0.042,,,,,,
,0.02,,0.012,-0.055,0.042,,,,,,
,0.02,,0.012,-0.055,0.042,,,,,,
,0.02,,0.012,-0.055,0.042,,,,,,
,0.02,,0.012,-0.055,0.042,,,,,,
,0.02,,0.012,-0.055,0.042,,,,,,
,0.02,,0.012,-0.055,0.042,,,,,,
,0.02,,0.013,-0.056,0.043,,,,,,
,0.02,,0.016,-0.062,0.046,,,,,,
,0.02,,0.017,-0.065,0.047,,,,,,
,0.024,,0.011,-0.059,0.047,,,,,,
,0.025,,0.009,-0.057,0.047,,,,,,
,0.025,,0.01,-0.058,0.047,,,,,,
,0.025,,0.01,-0.058,0.047,,,,,,
,0.025,,0.01,-0.058,0.047,,,,,,
,0.025,,0.01,-0.058,0.047,,,,,,
,0.024,,0.009,-0.055,0.046,,,,,,
,0.027,,0.005,-0.051,0.046,,,,,,
,0.03,,0.002,-0.05,0.047,,,,,,
,0.03,,0.002,-0.05,0.047,,,,,,
,0.03,,0.002,-0.05,0.047,,,,,,
,0.03,,0.002,-0.05,0.047,,,,,,
,0.03,,0.002,-0.05,0.047,,,,,,
,0.03,,0.002,-0.049,0.047,,,,,,
,0.03,,0.0,-0.045,0.045,,,,,,
,0.03,,0.0,-0.045,0.045,,,,,,
,0.03,,0.0,-0.045,0.045,,,,,,
,0.03,,0.0,-0.045,0.045,,,,,,
,0.03,,0.0,-0.045,0.045,,,,,,
,0.03,,0.0,-0.045,0.045,,,,,,
,0.03,,-0.003,-0.041,0.042,,,,,,
,0.03,,-0.003,-0.04,0.042,,,,,,
,0.03,,-0.003,-0.04,0.042,,,,,,
,0.03,,-0.003,-0.04,0.042,,,,,,
,0.03,,-0.003,-0.04,0.042,,,,,,
,0.03,,-0.003,-0.04,0.042,,,,,,
,0.03,,-0.003,-0.039,0.042,,,,,,
,0.03,,-0.002,-0.042,0.043,,,,,,
,0.03,,0.0,-0.045,0.045,,,,,,
,0.03,,0.0,-0.045,0.045,,,,,,
,0.034,,-0.002,-0.048,0.049,,,,,,
,0.038,,-0.006,-0.046,0.051,,,,,,
,0.042,,-0.009,-0.046,0.054,,,,,,
,0.046,,-0.01,-0.048,0.058,,,,,,
,0.045,,-0.01,-0.048,0.057,,,,,,
,0.041,,-0.008,-0.045,0.053,,,,,,
,0.039,,-0.008,-0.045,0.052,,,,,,
,0.041,,-0.009,-0.045,0.052,,,,,,
,0.039,,-0.007,-0.046,0.052,,,,,,
,0.035,,-0.003,-0.048,0.05,,,,,,
,0.035,,-0.004,-0.044,0.047,,,,,,
,0.036,,-0.006,-0.042,0.047,,,,,,
,0.033,,-0.003,-0.044,0.046,,,,,,
,0.03,,0.001,-0.045,0.045,,,,,,
,0.03,,0.0,-0.045,0.045,,,,,,
,0.03,,-0.003,-0.041,0.043,,,,,,
,0.027,,0.0,-0.041,0.041,,,,,,
,0.024,,0.003,-0.044,0.04,,,,,,
,0.025,,0.002,-0.043,0.04,,,,,,
,0.025,,0.002,-0.043,0.04,,,,,,
,0.021,,0.006,-0.045,0.038,,,,,,
,0.019,,0.006,-0.042,0.035,,,,,,
,0.021,,0.004,-0.039,0.035,,,,,,
,0.019,,0.006,-0.041,0.035,,,,,,
,0.015,,0.01,-0.043,0.032,,,,,,
,0.015,,0.011,-0.044,0.032,,,,,,
,0.016,,0.008,-0.04,0.031,,,,,,
,0.013,,0.009,-0.038,0.029,,,,,,
,0.01,,0.013,-0.04,0.027,,,,,,
,0.01,,0.012,-0.04,0.027,,,,,,
,0.01,,0.012,-0.04,0.027,,,,,,
,0.009,,0.013,-0.041,0.027,,,,,,
,0.012,,0.009,-0.037,0.027,,,,,,
,0.015,,0.004,-0.032,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.011,,0.009,-0.035,0.025,,,,,,
,0.01,,0.01,-0.035,0.025,,,,,,
,0.01,,0.01,-0.035,0.025,,,,,,
,0.01,,0.01,-0.035,0.025,,,,,,
,0.01,,0.01,-0.035,0.025,,,,,,
,0.01,,0.007,-0.031,0.023,,,,,,
,0.009,,0.007,-0.029,0.021,,,,,,
,0.013,,0.006,-0.033,0.026,,,,,,
,0.022,,0.005,-0.043,0.038,,,,,,
,0.03,,0.005,-0.055,0.05,,,,,,
,0.038,,-0.001,-0.056,0.056,,,,,,
,0.046,,-0.007,-0.055,0.062,,,,,,
,0.054,,-0.013,-0.055,0.068,,,,,,
,0.062,,-0.02,-0.054,0.073,,,,,,
,0.07,,-0.028,-0.05,0.077,,,,,,
,0.074,,-0.034,-0.044,0.077,,,,,,
,0.078,,-0.038,-0.041,0.079,,,,,,
,0.082,,-0.043,-0.037,0.08,,,,,,
,0.086,,-0.049,-0.032,0.08,,,,,,
,0.09,,-0.053,-0.03,0.082,,,,,,
,0.09,,-0.053,-0.03,0.082,,,,,,
,0.087,,-0.052,-0.028,0.079,,,,,,
,0.083,,-0.047,-0.029,0.076,,,,,,
,0.08,,-0.045,-0.029,0.075,,,,,,
,0.08,,-0.048,-0.025,0.072,,,,,,
,0.076,,-0.045,-0.027,0.07,,,,,,
,0.071,,-0.039,-0.031,0.068,,,,,,
,0.071,,-0.04,-0.026,0.066,,,,,,
,0.068,,-0.042,-0.019,0.06,,,,,,
,0.055,,-0.033,-0.018,0.05,,,,,,
,0.042,,-0.024,-0.016,0.039,,,,,,
,0.034,,-0.02,-0.012,0.031,,,,,,
,0.025,,-0.015,-0.009,0.022,,,,,,
,0.012,,-0.005,-0.008,0.013,,,,,,
,0.0,,0.005,-0.01,0.005,,,,,,
,-0.009,,0.012,-0.01,-0.001,,,,,,
,-0.007,,0.009,-0.008,-0.001,,,,,,
,-0.005,,0.007,-0.007,0.0,,,,,,
,-0.004,,0.006,-0.006,0.0,,,,,,
,0.0,,0.002,-0.005,0.002,,,,,,
,0.0,,0.008,-0.016,0.008,,,,,,
,0.003,,0.013,-0.031,0.017,,,,,,
,0.006,,0.009,-0.029,0.018,,,,,,
,0.004,,0.005,-0.016,0.01,,,,,,
,-0.005,,0.01,-0.012,0.002,,,,,,
,-0.013,,0.014,-0.008,-0.005,,,,,,
,-0.021,,0.018,-0.004,-0.013,,,,,,
,-0.03,,0.023,-0.001,-0.021,,,,,,
,-0.035,,0.024,0.005,-0.028,,,,,,
,-0.03,,0.015,0.015,-0.03,,,,,,
,-0.03,,0.013,0.02,-0.032,,,,,,
,-0.03,,0.013,0.02,-0.032,,,,,,
,-0.03,,0.012,0.021,-0.033,,,,,,
,-0.029,,0.009,0.026,-0.035,,,,,,
,-0.025,,0.005,0.028,-0.032,,,,,,
,-0.025,,0.007,0.024,-0.03,,,,,,
,-0.025,,0.008,0.023,-0.03,,,,,,
,-0.025,,0.008,0.023,-0.03,,,,,,
,-0.025,,0.008,0.023,-0.03,,,,,,
,-0.025,,0.008,0.023,-0.03,,,,,,
,-0.021,,0.004,0.025,-0.028,,,,,,
,-0.02,,0.003,0.025,-0.027,,,,,,
,-0.02,,0.003,0.025,-0.027,,,,,,
,-0.02,,0.004,0.024,-0.027,,,,,,
,-0.02,,0.005,0.02,-0.025,,,,,,
,-0.016,,0.001,0.022,-0.022,,,,,,
,-0.015,,0.0,0.023,-0.022,,,,,,
,-0.015,,0.0,0.023,-0.022,,,,,,
,-0.015,,0.0,0.023,-0.022,,,,,,
,-0.015,,0.0,0.023,-0.022,,,,,,
,-0.012,,-0.003,0.024,-0.021,,,,,,
,-0.034,,0.018,0.014,-0.031,,,,,,
,-0.048,,0.034,0.004,-0.038,,,,,,
,-0.044,,0.033,0.003,-0.034,,,,,,
,-0.045,,0.033,0.003,-0.035,,,,,,
,-0.045,,0.033,0.003,-0.035,,,,,,
,-0.045,,0.033,0.003,-0.035,,,,,,
,-0.045,,0.033,0.003,-0.035,,,,,,
,-0.045,,0.033,0.003,-0.035,,,,,,
,-0.045,,0.033,0.003,-0.035,,,,,,
,-0.045,,0.033,0.003,-0.035,,,,,,
,-0.045,,0.033,0.004,-0.035,,,,,,
,-0.045,,0.034,0.001,-0.034,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.035,-0.002,-0.032,,,,,,
,-0.045,,0.037,-0.005,-0.031,,,,,,
,-0.045,,0.038,-0.008,-0.03,,,,,,
,-0.045,,0.038,-0.007,-0.03,,,,,,
,-0.045,,0.038,-0.007,-0.03,,,,,,
,-0.049,,0.042,-0.01,-0.032,,,,,,
,-0.051,,0.044,-0.01,-0.032,,,,,,
,-0.049,,0.042,-0.01,-0.032,,,,,,
,-0.051,,0.044,-0.01,-0.033,,,,,,
,-0.055,,0.048,-0.012,-0.035,,,,,,
,-0.055,,0.048,-0.012,-0.035,,,,,,
,-0.054,,0.047,-0.012,-0.035,,,,,,
,-0.057,,0.05,-0.013,-0.036,,,,,,
,-0.06,,0.054,-0.015,-0.037,,,,,,
,-0.06,,0.053,-0.015,-0.037,,,,,,
,-0.06,,0.05,-0.011,-0.039,,,,,,
,-0.061,,0.05,-0.008,-0.042,,,,,,
,-0.055,,0.042,0.0,-0.04,,,,,,
,-0.043,,0.027,0.01,-0.036,,,,,,
,-0.035,,0.018,0.018,-0.035,,,,,,
,-0.026,,0.006,0.027,-0.033,,,,,,
,-0.023,,0.005,0.026,-0.03,,,,,,
,0.005,,-0.031,0.055,-0.023,,,,,,
,0.057,,-0.102,0.118,-0.016,,,,,,
,0.105,,-0.17,0.182,-0.012,,,,,,
,0.17,,-0.259,0.263,-0.003,,,,,,
,0.219,,-0.328,0.328,0.0,,,,,,
,0.282,,-0.389,0.356,0.033,,,,,,
,0.373,,-0.465,0.371,0.094,,,,,,
,0.46,,-0.54,0.39,0.15,,,,,,
,0.538,,-0.586,0.365,0.22,,,,,,
,0.6,,-0.62,0.339,0.28,,,,,,
,0.661,,-0.639,0.288,0.352,,,,,,
,0.69,,-0.629,0.222,0.407,,,,,,
,0.68,,-0.598,0.175,0.422,,,,,,
,0.709,,-0.58,0.094,0.484,,,,,,
,0.674,,-0.541,0.07,0.47,,,,,,
,0.615,,-0.499,0.074,0.424,,,,,,
,0.545,,-0.44,0.062,0.378,,,,,,
,0.41,,-0.333,0.05,0.282,,,,,,
,0.271,,-0.222,0.036,0.185,,,,,,
,0.161,,-0.123,0.002,0.12,,,,,,
,0.103,,-0.068,-0.019,0.086,,,,,,
,0.071,,-0.042,-0.022,0.064,,,,,,
,0.035,,-0.01,-0.033,0.042,,,,,,
,0.022,,-0.003,-0.028,0.029,,,,,,
,0.014,,-0.002,-0.018,0.02,,,,,,
,0.006,,0.002,-0.012,0.011,,,,,,
,-0.002,,0.006,-0.01,0.003,,,,,,
,-0.01,,0.012,-0.01,-0.002,,,,,,
,-0.018,,0.02,-0.014,-0.006,,,,,,
,-0.026,,0.028,-0.018,-0.01,,,,,,
,-0.034,,0.037,-0.023,-0.014,,,,,,
,-0.041,,0.043,-0.025,-0.018,,,,,,
,-0.045,,0.045,-0.022,-0.022,,,,,,
,-0.049,,0.049,-0.024,-0.025,,,,,,
,-0.05,,0.05,-0.025,-0.025,,,,,,
,-0.05,,0.05,-0.025,-0.025,,,,,,
,-0.05,,0.05,-0.024,-0.025,,,,,,
,-0.05,,0.048,-0.02,-0.027,,,,,,
,-0.05,,0.048,-0.02,-0.027,,,,,,
,-0.05,,0.048,-0.02,-0.027,,,,,,
,-0.051,,0.049,-0.02,-0.028,,,,,,
,-0.056,,0.054,-0.023,-0.03,,,,,,
,-0.06,,0.058,-0.025,-0.032,,,,,,
,-0.06,,0.056,-0.021,-0.035,,,,,,
,-0.06,,0.055,-0.02,-0.035,,,,,,
,-0.06,,0.055,-0.02,-0.035,,,,,,
,-0.06,,0.055,-0.02,-0.035,,,,,,
,-0.06,,0.055,-0.02,-0.035,,,,,,
,-0.06,,0.053,-0.016,-0.037,,,,,,
,-0.06,,0.053,-0.015,-0.037,,,,,,
,-0.06,,0.053,-0.015,-0.037,,,,,,
,-0.06,,0.053,-0.015,-0.037,,,,,,
,-0.065,,0.058,-0.017,-0.04,,,,,,
,-0.082,,0.076,-0.026,-0.048,,,,,,
,-0.084,,0.075,-0.024,-0.051,,,,,,
,-0.079,,0.068,-0.019,-0.05,,,,,,
,-0.08,,0.071,-0.02,-0.05,,,,,,
,-0.08,,0.07,-0.02,-0.05,,,,,,
,-0.076,,0.066,-0.017,-0.047,,,,,,
,-0.075,,0.065,-0.017,-0.047,,,,,,
,-0.075,,0.065,-0.017,-0.047,,,,,,
,-0.075,,0.065,-0.017,-0.047,,,,,,
,-0.075,,0.065,-0.017,-0.047,,,,,,
,-0.071,,0.061,-0.015,-0.045,,,,,,
,-0.069,,0.059,-0.015,-0.045,,,,,,
,-0.071,,0.061,-0.015,-0.045,,,,,,
,-0.069,,0.059,-0.014,-0.044,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.012,-0.042,,,,,,
,-0.065,,0.055,-0.011,-0.042,,,,,,
,-0.065,,0.053,-0.007,-0.045,,,,,,
,-0.065,,0.053,-0.007,-0.045,,,,,,
,-0.065,,0.053,-0.008,-0.045,,,,,,
,-0.065,,0.052,-0.005,-0.046,,,,,,
,-0.065,,0.05,-0.002,-0.047,,,,,,
,-0.065,,0.05,-0.002,-0.047,,,,,,
,-0.065,,0.05,-0.002,-0.047,,,,,,
,-0.065,,0.049,0.001,-0.049,,,,,,
,-0.065,,0.048,0.003,-0.05,,,,,,
,-0.065,,0.048,0.003,-0.05,,,,,,
,-0.065,,0.048,0.003,-0.05,,,,,,
,-0.063,,0.047,0.002,-0.048,,,,,,
,-0.079,,0.054,0.011,-0.064,,,,,,
,-0.082,,0.05,0.024,-0.073,,,,,,
,-0.067,,0.035,0.031,-0.065,,,,,,
,-0.06,,0.028,0.035,-0.062,,,,,,
,-0.052,,0.02,0.039,-0.058,,,,,,
,-0.044,,0.012,0.043,-0.054,,,,,,
,-0.036,,0.004,0.047,-0.05,,,,,,
,-0.028,,-0.004,0.051,-0.046,,,,,,
,-0.02,,-0.012,0.055,-0.042,,,,,,
,-0.015,,-0.017,0.058,-0.04,,,,,,
,-0.015,,-0.017,0.058,-0.04,,,,,,
,-0.013,,-0.019,0.058,-0.039,,,,,,
,-0.01,,-0.023,0.061,-0.037,,,,,,
,-0.01,,-0.025,0.065,-0.04,,,,,,
,-0.006,,-0.029,0.068,-0.038,,,,,,
,-0.005,,-0.03,0.068,-0.037,,,,,,
,-0.003,,-0.032,0.069,-0.036,,,,,,
,0.0,,-0.035,0.07,-0.035,,,,,,
,0.0,,-0.035,0.07,-0.035,,,,,,
,0.004,,-0.039,0.072,-0.032,,,,,,
,0.005,,-0.04,0.072,-0.032,,,,,,
,0.007,,-0.042,0.074,-0.031,,,,,,
,0.01,,-0.045,0.074,-0.03,,,,,,
,0.01,,-0.045,0.075,-0.03,,,,,,
,0.014,,-0.057,0.093,-0.036,,,,,,
,0.015,,-0.062,0.102,-0.04,,,,,,
,0.016,,-0.063,0.103,-0.039,,,,,,
,0.021,,-0.068,0.105,-0.036,,,,,,
,0.025,,-0.072,0.107,-0.035,,,,,,
,0.029,,-0.076,0.109,-0.033,,,,,,
,0.033,,-0.08,0.111,-0.031,,,,,,
,0.037,,-0.084,0.113,-0.029,,,,,,
,0.041,,-0.088,0.115,-0.027,,,,,,
,0.045,,-0.092,0.117,-0.025,,,,,,
,0.057,,-0.104,0.124,-0.018,,,,,,
,0.064,,-0.111,0.126,-0.015,,,,,,
,0.066,,-0.114,0.13,-0.015,,,,,,
,0.072,,-0.122,0.136,-0.014,,,,,,
,0.08,,-0.13,0.14,-0.01,,,,,,
,0.085,,-0.135,0.142,-0.007,,,,,,
,0.082,,-0.132,0.141,-0.009,,,,,,
,0.079,,-0.129,0.14,-0.01,,,,,,
,0.08,,-0.13,0.14,-0.01,,,,,,
,0.08,,-0.13,0.14,-0.01,,,,,,
,0.08,,-0.13,0.14,-0.01,,,,,,
,0.08,,-0.13,0.14,-0.01,,,,,,
,0.08,,-0.131,0.141,-0.01,,,,,,
,0.079,,-0.129,0.139,-0.01,,,,,,
,0.075,,-0.122,0.132,-0.01,,,,,,
,0.075,,-0.122,0.132,-0.01,,,,,,
,0.075,,-0.121,0.129,-0.008,,,,,,
,0.075,,-0.12,0.127,-0.007,,,,,,
,0.075,,-0.119,0.126,-0.007,,,,,,
,0.075,,-0.117,0.122,-0.005,,,,,,
,0.075,,-0.117,0.122,-0.005,,,,,,
,0.072,,-0.113,0.118,-0.005,,,,,,
,0.069,,-0.109,0.115,-0.005,,,,,,
,0.07,,-0.11,0.114,-0.004,,,,,,
,0.07,,-0.107,0.11,-0.002,,,,,,
,0.07,,-0.107,0.11,-0.002,,,,,,
,0.07,,-0.105,0.107,-0.001,,,,,,
,0.071,,-0.106,0.105,0.0,,,,,,
,0.069,,-0.103,0.104,0.0,,,,,,
,0.06,,-0.092,0.095,-0.002,,,,,,
,0.056,,-0.088,0.093,-0.005,,,,,,
,0.052,,-0.083,0.088,-0.005,,,,,,
,0.048,,-0.078,0.083,-0.005,,,,,,
,0.044,,-0.074,0.082,-0.008,,,,,,
,0.04,,-0.07,0.08,-0.01,,,,,,
,0.037,,-0.067,0.078,-0.011,,,,,,
,0.026,,-0.056,0.073,-0.017,,,,,,
,0.015,,-0.045,0.068,-0.022,,,,,,
,0.008,,-0.038,0.064,-0.026,,,,,,
,0.0,,-0.03,0.06,-0.03,,,,,,
,-0.012,,-0.015,0.05,-0.034,,,,,,
,-0.021,,-0.005,0.044,-0.038,,,,,,
,-0.029,,0.002,0.041,-0.042,,,,,,
,-0.037,,0.01,0.037,-0.046,,,,,,
,-0.04,,0.013,0.035,-0.047,,,,,,
,-0.04,,0.013,0.035,-0.047,,,,,,
,-0.04,,0.013,0.035,-0.047,,,,,,
,-0.04,,0.013,0.035,-0.047,,,,,,
,-0.04,,0.013,0.034,-0.047,,,,,,
,-0.04,,0.015,0.03,-0.045,,,,,,
,-0.04,,0.016,0.03,-0.045,,,,,,
,-0.036,,0.011,0.032,-0.043,,,,,,
,-0.023,,-0.002,0.038,-0.037,,,,,,
,-0.023,,-0.002,0.038,-0.037,,,,,,
,-0.045,,0.02,0.028,-0.047,,,,,,
,-0.05,,0.025,0.025,-0.05,,,,,,
,-0.052,,0.027,0.024,-0.051,,,,,,
,-0.058,,0.033,0.022,-0.053,,,,,,
,-0.06,,0.035,0.02,-0.055,,,,,,
,-0.06,,0.035,0.02,-0.055,,,,,,
,-0.064,,0.039,0.018,-0.056,,,,,,
,-0.065,,0.04,0.02,-0.059,,,,,,
,-0.065,,0.036,0.026,-0.061,,,,,,
,-0.065,,0.035,0.028,-0.062,,,,,,
,-0.065,,0.035,0.028,-0.062,,,,,,
,-0.065,,0.035,0.028,-0.062,,,,,,
,-0.065,,0.035,0.028,-0.062,,,,,,
,-0.065,,0.035,0.028,-0.062,,,,,,
,-0.065,,0.035,0.029,-0.062,,,,,,
,-0.065,,0.033,0.033,-0.065,,,,,,
,-0.065,,0.033,0.033,-0.065,,,,,,
,-0.065,,0.033,0.033,-0.065,,,,,,
,-0.066,,0.034,0.032,-0.065,,,,,,
,-0.071,,0.039,0.03,-0.068,,,,,,
,-0.075,,0.043,0.028,-0.07,,,,,,
,-0.071,,0.041,0.025,-0.066,,,,,,
,-0.07,,0.04,0.025,-0.064,,,,,,
,-0.07,,0.04,0.026,-0.065,,,,,,
,-0.07,,0.041,0.024,-0.065,,,,,,
,-0.07,,0.043,0.02,-0.062,,,,,,
,-0.066,,0.039,0.022,-0.06,,,,,,
,-0.065,,0.038,0.023,-0.06,,,,,,
,-0.065,,0.038,0.023,-0.06,,,,,,
,-0.065,,0.039,0.022,-0.06,,,,,,
,-0.065,,0.04,0.018,-0.057,,,,,,
,-0.061,,0.036,0.019,-0.055,,,,,,
,-0.06,,0.035,0.02,-0.055,,,,,,
,-0.06,,0.035,0.02,-0.055,,,,,,
,-0.06,,0.035,0.019,-0.054,,,,,,
,-0.06,,0.038,0.015,-0.052,,,,,,
,-0.06,,0.039,0.014,-0.052,,,,,,
,-0.057,,0.035,0.018,-0.051,,,,,,
,-0.054,,0.033,0.016,-0.049,,,,,,
,-0.055,,0.035,0.013,-0.047,,,,,,
,-0.055,,0.035,0.013,-0.047,,,,,,
,-0.055,,0.035,0.013,-0.047,,,,,,
,-0.052,,0.032,0.015,-0.046,,,,,,
,-0.049,,0.031,0.013,-0.044,,,,,,
,-0.05,,0.033,0.01,-0.042,,,,,,
,-0.05,,0.033,0.01,-0.042,,,,,,
,-0.05,,0.033,0.01,-0.042,,,,,,
,-0.049,,0.033,0.01,-0.041,,,,,,
,-0.052,,0.034,0.011,-0.044,,,,,,
,-0.055,,0.035,0.013,-0.047,,,,,,
,-0.055,,0.035,0.013,-0.047,,,,,,
,-0.055,,0.035,0.013,-0.047,,,,,,
,-0.058,,0.038,0.011,-0.049,,,,,,
,-0.06,,0.04,0.01,-0.05,,,,,,
,-0.06,,0.04,0.01,-0.05,,,,,,
,-0.06,,0.04,0.01,-0.05,,,,,,
,-0.056,,0.034,0.017,-0.05,,,,,,
,-0.055,,0.032,0.019,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.018,-0.05,,,,,,
,-0.055,,0.033,0.017,-0.05,,,,,,
,-0.055,,0.032,0.02,-0.051,,,,,,
,-0.055,,0.03,0.023,-0.052,,,,,,
,-0.055,,0.03,0.023,-0.052,,,,,,
,-0.055,,0.03,0.023,-0.052,,,,,,
,-0.055,,0.03,0.023,-0.052,,,,,,
,-0.055,,0.03,0.023,-0.052,,,,,,
,-0.055,,0.03,0.023,-0.052,,,,,,
,-0.055,,0.03,0.023,-0.052,,,,,,
,-0.055,,0.033,0.019,-0.05,,,,,,
,-0.054,,0.033,0.018,-0.05,,,,,,
,-0.057,,0.035,0.017,-0.051,,,,,,
,-0.06,,0.038,0.015,-0.052,,,,,,
,-0.06,,0.038,0.015,-0.052,,,,,,
,-0.06,,0.038,0.015,-0.052,,,,,,
,-0.06,,0.038,0.015,-0.052,,,,,,
,-0.06,,0.038,0.015,-0.052,,,,,,
,-0.06,,0.038,0.014,-0.052,,,,,,
,-0.06,,0.04,0.01,-0.05,,,,,,
,-0.06,,0.04,0.01,-0.05,,,,,,
,-0.06,,0.04,0.01,-0.05,,,,,,
,-0.06,,0.04,0.01,-0.05,,,,,,
,-0.06,,0.04,0.01,-0.05,,,,,,
,-0.06,,0.04,0.01,-0.05,,,,,,
,-0.06,,0.04,0.01,-0.05,,,,,,
,-0.063,,0.043,0.009,-0.051,,,,,,
,-0.066,,0.047,0.006,-0.051,,,,,,
,-0.065,,0.048,0.003,-0.05,,,,,,
,-0.065,,0.048,0.003,-0.05,,,,,,
,-0.065,,0.048,0.003,-0.05,,,,,,
,-0.065,,0.048,0.003,-0.05,,,,,,
,-0.065,,0.048,0.003,-0.05,,,,,,
,-0.065,,0.048,0.003,-0.05,,,,,,
,-0.065,,0.048,0.003,-0.05,,,,,,
,-0.065,,0.048,0.003,-0.05,,,,,,
,-0.065,,0.048,0.002,-0.05,,,,,,
,-0.065,,0.046,0.006,-0.052,,,,,,
,-0.065,,0.042,0.015,-0.056,,,,,,
,-0.065,,0.04,0.018,-0.057,,,,,,
,-0.061,,0.036,0.02,-0.055,,,,,,
,-0.059,,0.034,0.02,-0.055,,,,,,
,-0.061,,0.036,0.02,-0.055,,,,,,
,-0.059,,0.034,0.021,-0.054,,,,,,
,-0.055,,0.03,0.023,-0.052,,,,,,
,-0.055,,0.03,0.023,-0.052,,,,,,
,-0.055,,0.03,0.023,-0.052,,,,,,
,-0.055,,0.03,0.023,-0.052,,,,,,
